repo_name	decision	note	description	topics	language	stars	archived	is_fork	search_names
uedaLabR/mutectVcfToFasta	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	uedalabr/mutectvcftofasta
ulusanozlem/Staphylococcus_phage_sml-FASTA	include	repository name indicates FASTA sequence handling				0.0	0.0	0.0	ulusanozlem/staphylococcus_phage_sml-fasta
Uminelka/Fasta-project	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	uminelka/fasta-project
unum-science/FasterFASTA	include	metadata indicates biological FASTA use	Faster FASTA and FASTQ file processing command line tool - parsing, sorting, deduplication, transliteration, filter, and stats	bioinformatics;deduplication;fasta;fastq;hashing;parser;sequence-alignment;sequence-analysis;sorting-algorithms;string-manipulation	Rust	31.0	0.0	0.0	unum-science/fasterfasta
UPCGroup/Fasta2CSV	include	repository name indicates FASTA sequence handling	将 Fasta 转化为我们所需要的 CSV		Python	0.0	0.0	0.0	upcgroup/fasta2csv
usmart31/vcf2fasta	include	metadata indicates biological FASTA use	Python script to convert a vcf file into a fasta. 		Python	0.0	0.0	0.0	usmart31/vcf2fasta
UTTARAN30/fasta_rand_seq	include	repository name indicates FASTA sequence handling				0.0	0.0	0.0	uttaran30/fasta_rand_seq
vaiteaopuu/emacs-fasta-mode	include	metadata indicates biological FASTA use	emacs fasta simple package (bioinformatics)	bioinformatics;emacs;fasta;package	Emacs Lisp	3.0	0.0	0.0	vaiteaopuu/emacs-fasta-mode
ValdemarMo/FAsta01	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	valdemarmo/fasta01
vanclcode/fasta-cleanup-1221	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	vanclcode/fasta-cleanup-1221
vanshikasunhare-design/fasta-genbank-toolkit	include	metadata indicates biological FASTA use	A Bioinformatics Toolkit for FASTA and GenBank file analysis using Python and Biopython. Features include GC content calculation, sequence statistics, gene extraction, CDS extraction, and report generation.		Python	0.0	0.0	0.0	vanshikasunhare-design/fasta-genbank-toolkit
vat2019/DOCUMENTACI-N_FASTA	exclude	metadata indicates unrelated use of FASTA term/acronym	CONTIENE TODAS LAS PLANIFICACIONES DE LOS CICLOS			0.0	0.0	0.0	vat2019/documentaci-n_fasta
veno46/fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	veno46/fasta
verasngr/Lettura-FASTA	include	metadata indicates biological FASTA use	Script Python per leggere file FASTA in bioinformatica		Python	0.0	0.0	0.0	verasngr/lettura-fasta
VergaJU/fasta_HLA-typing	exclude	insufficient metadata to establish biological FASTA use				1.0	0.0	0.0	vergaju/fasta_hla-typing
vergilet/fasta	exclude	metadata indicates unrelated use of FASTA term/acronym	Mini web framework on Ruby	hacktoberfest	Ruby	0.0	0.0	0.0	vergilet/fasta
vieira/fasta-search	include	repository name indicates FASTA sequence handling	Várias estratégias de procura de fragmentos em ficheiros fasta		Python	0.0	0.0	0.0	vieira/fasta-search
vim-scripts/Syntax-for-Fasta	include	metadata indicates biological FASTA use	Highlighting for Fasta (Pearson) format		VimL	3.0	0.0	0.0	vim-scripts/syntax-for-fasta
vinayrajput0005/variant-fasta-splitter	include	metadata indicates biological FASTA use	Fast splitting of SARS-CoV-2 FASTA into variant groups using PANGO lineage mapping	bioinformatics;fasta;genomics;hpc;sars-cov-2	Python	0.0	0.0	0.0	vinayrajput0005/variant-fasta-splitter
vincinci/fasta	exclude	insufficient metadata to establish biological FASTA use			JavaScript	0.0	0.0	0.0	vincinci/fasta
Vinit2401/Mutate_Multi-FASTA	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	vinit2401/mutate_multi-fasta
vishwaprajapati08/FASTA	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	vishwaprajapati08/fasta
vitmilab/Peptide-FASTA-generation	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	vitmilab/peptide-fasta-generation
Vladislav-Shevtsov/Fastq-to-fasta-	include	metadata indicates biological FASTA use	Fastq to fasta conversion 		Python	0.0	0.0	0.0	vladislav-shevtsov/fastq-to-fasta-
vmevada102/RM-Y-from-fasta	exclude	insufficient metadata to establish biological FASTA use			Python	1.0	0.0	0.0	vmevada102/rm-y-from-fasta
vojtechgadurek/RedaFasta	exclude	insufficient metadata to establish biological FASTA use			C#	0.0	0.0	0.0	vojtechgadurek/redafasta
vstaneva/familyvcf2fasta	include	metadata indicates biological FASTA use			C++	1.0	0.0	0.0	vstaneva/familyvcf2fasta
WalterC85/fasta_from_dat	exclude	insufficient metadata to establish biological FASTA use			Perl	0.0	0.0	0.0	walterc85/fasta_from_dat
WalterC85/remove_fasta	include	repository name indicates FASTA sequence handling			Perl	0.0	0.0	0.0	walterc85/remove_fasta
wang-xilu/fasta_blast	include	metadata indicates biological FASTA use				0.0	0.0	0.0	wang-xilu/fasta_blast
wangilisasiemp/damu-fasta	exclude	metadata indicates unrelated use of FASTA term/acronym	Application which allows users to search for blood donors		Dart	0.0	0.0	0.0	wangilisasiemp/damu-fasta
waubrey/ped_filter_to_fasta	include	repository name indicates FASTA sequence handling	Code to filter heterozygous SNP in PED file and write results to fasta		Python	0.0	0.0	0.0	waubrey/ped_filter_to_fasta
WeiSong-bio/fasta_manipulate	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	weisong-bio/fasta_manipulate
weixin7112/fasta-29-data-1	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	weixin7112/fasta-29-data-1
WenchaoLin/cpin_to_fasta	include	repository name indicates FASTA conversion/handling	用于CPIN格式转fasta			0.0	0.0	0.0	wenchaolin/cpin_to_fasta
WenchaoLin/fasta_length_hist	include	repository name indicates FASTA sequence handling	Script to plot the histogram of fasta lengths		Python	3.0	0.0	0.0	wenchaolin/fasta_length_hist
WenchaoLin/pickFasta	include	metadata indicates biological FASTA use	Pick one or more sequences by a list and writes them out again.		C	0.0	0.0	0.0	wenchaolin/pickfasta
wesleykg/fasta_splitter	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	wesleykg/fasta_splitter
wh0isdeniz/Ex9-FASTA	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	wh0isdeniz/ex9-fasta
whelixw/request_fasta	include	metadata indicates biological FASTA use	simple python script to request fastas from NCBI andENA		Python	0.0	0.0	0.0	whelixw/request_fasta
wheresmessi/FASTA-analysis	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	wheresmessi/fasta-analysis
WiedenheftLab/fasta_order_by_len	include	metadata indicates biological FASTA use	This script is developed to order sequences in a multifasta file by the length of sequences.		Python	0.0	0.0	0.0	wiedenheftlab/fasta_order_by_len
WiedenheftLab/fasta_splitter_by_taxa	include	metadata indicates biological FASTA use	This script is developed to split sequences based on taxonomy information that is provided separately.		Python	0.0	0.0	0.0	wiedenheftlab/fasta_splitter_by_taxa
WiedenheftLab/gb2fasta	include	repository name indicates FASTA conversion/handling	This script is developed to convert genbank files to fasta.		Python	0.0	0.0	0.0	wiedenheftlab/gb2fasta
WiedenheftLab/split_fasta	include	metadata indicates biological FASTA use	This script is developed to split large multifasta file into smaller files for easy manipulation.		Python	0.0	0.0	0.0	wiedenheftlab/split_fasta
wiharto/fasta_to_txt	include	repository name indicates FASTA conversion/handling	This function converts .fa file to .txt file		Python	0.0	0.0	0.0	wiharto/fasta_to_txt
wisgrilllab/CPAT_fasta	exclude	insufficient metadata to establish biological FASTA use	test			0.0	0.0	0.0	wisgrilllab/cpat_fasta
wlh1234/Fo_fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	wlh1234/fo_fasta
Wobble514/gc-content-fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	wobble514/gc-content-fasta
wojciech-galan/dense_fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	wojciech-galan/dense_fasta
WorldChanger1307/FastA---Public	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	worldchanger1307/fasta---public
wqlv/pssmfasta	include	metadata indicates biological FASTA use	python fasta			0.0	0.0	0.0	wqlv/pssmfasta
wrpearson/fasta2	include	metadata indicates biological FASTA use	Archival version of the FASTA package available from 1995-2006		C	1.0	0.0	0.0	wrpearson/fasta2
wrpearson/fasta36	include	metadata indicates biological FASTA use	Git repository for FASTA36 sequence comparison software		C	134.0	0.0	0.0	wrpearson/fasta36
wrpearson/fasta_www3	include	metadata indicates biological FASTA use	perl/python code for FASTA docker website		Perl	0.0	0.0	0.0	wrpearson/fasta_www3
wrpearson/fasta_www_docker	include	metadata indicates biological FASTA use	Source for fasta_www similarity searching web site		Dockerfile	0.0	0.0	0.0	wrpearson/fasta_www_docker
wrpearsonuva/uva_fasta_www3	include	metadata indicates biological FASTA use	UVA deployment fasta_www3 repository		Perl	0.0	0.0	0.0	wrpearsonuva/uva_fasta_www3
wrpearsonuva/uva_fasta_www_docker	include	metadata indicates biological FASTA use			Dockerfile	0.0	0.0	0.0	wrpearsonuva/uva_fasta_www_docker
wthanone/fasta-to-fastq	include	metadata indicates biological FASTA use	Automatically exported from code.google.com/p/fasta-to-fastq		Perl	0.0	0.0	0.0	wthanone/fasta-to-fastq
wwang-nmdp/Parse_HML_to_fasta	include	repository name indicates FASTA sequence handling			Java	1.0	0.0	0.0	wwang-nmdp/parse_hml_to_fasta
xandrasings/FASTA-project	include	metadata indicates biological FASTA use	bioinformatics project expanding on FASTA algorithm		C++	0.0	0.0	0.0	xandrasings/fasta-project
xbekova/fasta-to-fastq	include	metadata indicates biological FASTA use	Automatically exported from code.google.com/p/fasta-to-fastq			0.0	0.0	0.0	xbekova/fasta-to-fastq
xieqiaoyu/fasta-merge	include	repository name indicates FASTA sequence handling			Go	0.0	0.0	0.0	xieqiaoyu/fasta-merge
ximigeorge/fasta_summary	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	ximigeorge/fasta_summary
xue23333333/bactmut-fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	xue23333333/bactmut-fasta
Xyaneon/Xyaneon.Bioinformatics.FASTA	include	metadata indicates biological FASTA use	A .NET Standard library for working with FASTA genetic sequence files.	bioinformatics;biology;csharp;dotnet;fasta;netstandard	C#	9.0	0.0	0.0	xyaneon/xyaneon.bioinformatics.fasta
y741269430/Download-FASTA	include	repository name indicates FASTA sequence handling			Shell	0.0	0.0	0.0	y741269430/download-fasta
yaminii14/FASTA-Insight-Genomic-Sequence-Analysis-Platform	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	yaminii14/fasta-insight-genomic-sequence-analysis-platform
yang695460776-web/obsidian-fasta-lang	include	metadata indicates biological FASTA use	Obsidian plugin: FASTA syntax highlighting with fold, copy, and code-styler style header		JavaScript	0.0	0.0	0.0	yang695460776-web/obsidian-fasta-lang
Yangzyangjin/Fasta2Kmers	include	metadata indicates biological FASTA use				0.0	0.0	0.0	yangzyangjin/fasta2kmers
yanki377/fasta-generator	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	yanki377/fasta-generator
yaqi-jiao/Malaria-Fasta-BLASTX-Processing	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	yaqi-jiao/malaria-fasta-blastx-processing
yasmina-bioinfo/FASTA-Essentials	include	metadata indicates biological FASTA use	Analysis of stress- and epigenetics-related genes using real multi-FASTA data (GC%, heatmap, boxplot, Biopython & Pandas).	bioinformatics;biopython;boxplot;computational-biology;data-visualization;epigenetics;fasta-analysis;gc-content;genomics;heatmap;matplotlib;multi-fasta;pandas;python-project;sequence-analysis;stress-biology	Python	0.0	0.0	0.0	yasmina-bioinfo/fasta-essentials
Yating-L/gbToFasta	include	repository name indicates FASTA conversion/handling			Python	0.0	0.0	0.0	yating-l/gbtofasta
yeastrc/fasta-taxonomy-lookup-utils	include	metadata indicates biological FASTA use	Lookup Taxonomy ID		Java	0.0	0.0	0.0	yeastrc/fasta-taxonomy-lookup-utils
yeastrc/java-fasta-utils	include	repository name indicates FASTA sequence handling			Java	0.0	0.0	0.0	yeastrc/java-fasta-utils
yesharaj2005/FASTA	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	yesharaj2005/fasta
ym-1998/FASTA2024	include	repository name indicates FASTA conversion/handling				0.0	0.0	0.0	ym-1998/fasta2024
ymidori/fasta_transformer	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	ymidori/fasta_transformer
Yogesh2057/FASTA-FASTQ-File-Parser	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	yogesh2057/fasta-fastq-file-parser
YoheiFunakoshi/CPM-merged_fasta-AIRR_outfme_tsv	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	yoheifunakoshi/cpm-merged_fasta-airr_outfme_tsv
YuzuruTK/FASTA2GO	include	repository name indicates FASTA conversion/handling			Python	0.0	0.0	0.0	yuzurutk/fasta2go
yy245/python-fasta	exclude	insufficient metadata to establish biological FASTA use	Repo for SciComp Workshop		Python	0.0	0.0	0.0	yy245/python-fasta
zac-vic/fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	zac-vic/fasta
zachary822/fasta_explorer	exclude	insufficient metadata to establish biological FASTA use			TypeScript	0.0	0.0	0.0	zachary822/fasta_explorer
ZackCodeCrypto/Fasta-generator-python	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	zackcodecrypto/fasta-generator-python
zaidiyazdan/LiciousFasta	exclude	metadata indicates unrelated use of FASTA term/acronym	Making this food app with the help of react js		JavaScript	0.0	0.0	0.0	zaidiyazdan/liciousfasta
Zarin106/Pattern_Lab_fasta_to_npy	include	repository name indicates FASTA conversion/handling			Python	0.0	0.0	0.0	zarin106/pattern_lab_fasta_to_npy
zarrine905/fastq_to_fasta	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	zarrine905/fastq_to_fasta
Zavesazzz/fasta_change_sequence	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	zavesazzz/fasta_change_sequence
Zeynep1309/convert_fasta_to_genbank	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	zeynep1309/convert_fasta_to_genbank
zhaiqt/csv2fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	zhaiqt/csv2fasta
ZhaoHuiyao/Fasta_stat	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	zhaohuiyao/fasta_stat
zhutao1009/vcf-ref-fasta	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	zhutao1009/vcf-ref-fasta
zitarengoy-cyber/fasta	exclude	insufficient metadata to establish biological FASTA use	fasta		JavaScript	0.0	0.0	0.0	zitarengoy-cyber/fasta
zizoads/zizoads-fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	zizoads/zizoads-fasta
zkstewart/excel-fasta-builder	include	metadata indicates biological FASTA use	Helper script to parse the Excel document associated with the Calliactis regeneration study		Python	0.0	0.0	0.0	zkstewart/excel-fasta-builder
ZofiaDulewicz/fasta_header_formatter	include	metadata indicates biological FASTA use	Skrypt w Pythonie do automatycznego formatowania i skracania nagłówków sekwencji FASTA z bazy NCBI.		Python	0.0	0.0	0.0	zofiadulewicz/fasta_header_formatter
ZoZooma/Fasta	exclude	insufficient metadata to establish biological FASTA use			Java	0.0	0.0	0.0	zozooma/fasta
zpeng1989/gisaid_fasta_downloader	include	metadata indicates biological FASTA use	a flexible tool to download ncov data			0.0	0.0	0.0	zpeng1989/gisaid_fasta_downloader
ZyanyaAld/Proyecto-mk-fasta-meme	include	metadata indicates biological FASTA use	Este proyecto tiene como objetivo automatizar el proceso de identificación del sitio exacto de unión de los reguladores transcripcionales para 144 factores de transcripción (TFs) en el genoma completo de *Escherichia coli*. Las regiones de unión de estos TFs se han determinado mediante la técnica ChIP-seq.		Python	0.0	0.0	0.0	zyanyaald/proyecto-mk-fasta-meme
